d (Mpc),y (Mpc)
-274.0015852617587,121.74890214763134
-317.238574527161,138.7920813531567
-242.1887979977855,104.7219913239341
-243.00817613476855,103.52645688316572
-315.16179361706696,122.40965475096608
-236.64802416496872,92.61127001149381
-277.02393014708974,107.39816459993621
-323.4480999059908,125.73977598306877
-268.58977064021343,104.01796280884017
-322.8509368746397,125.29786204085644
-258.1579001564238,104.7094285034461
-255.76270464386835,103.72606931762489
-252.97960231410121,103.81581496894933
-298.25541060285,120.15454963996301
-325.6531286015704,135.34512785654175
-278.03079841253964,115.55993843767183
-275.1506081594508,111.65064069606082
-245.605546491561,100.63508581932614
-238.065811722577,97.25485300372102
-253.4966240356472,104.47100155226022
-247.51025457353978,102.11398227493439
-239.09955622556035,98.5410597705298
-219.1689493415153,90.03463360299246
-249.54485114097002,103.04440152924087
-245.99826460704602,101.78350710722192
-246.4588907234637,103.27082019243043
-268.64890859302193,112.51352473789217
-288.7087639076027,121.10415200394733
-251.80666794373457,104.52454286490371
-274.1476579166301,114.4497964297182
-272.33531740953345,114.98950473481744
-367.40740946311774,154.47028603891846
-309.7658011255005,130.25819419437627
-212.43971466137387,89.53656108240916
-274.90287156950706,119.46149578987819
-314.71850077837394,133.83122865875382
-314.7410666667819,134.00204104526608
-315.9442403779219,133.35785181841862
-217.2590151413883,92.00325195003362
-315.9481664813613,131.12633071036188
-371.54443580927267,152.47897904720878
-252.5428512748277,102.87771569324158
-316.5838010303085,129.43757024371607
-369.96037856853087,151.37288390569637
-253.5049645079309,102.98363362802168
-374.19290195924145,153.22776867103164
-298.52532170810804,119.49396423530168
-315.4853521636858,127.77405855884165
-374.0266012903394,148.58694602175487
-372.0278594685546,146.24302197463172
-366.0586925791437,144.94746377386073
-256.4247188564736,99.87737226877087
-316.1576987928423,122.54067635237287
-213.42062382543492,75.66828840329481
-312.70682018873254,111.38986719361512
-273.25034248192884,95.52074744385484
-267.8155231975258,93.57457226746716
-208.20238044146012,76.45429578648934
-275.3939981545503,101.88430834735175
-374.66623517217994,139.72108243423452
-251.83539317184963,93.02100998233217
-374.37495552476855,140.22770096990723
-373.3426043296816,139.85490797792744
-274.89910839862307,103.86447165349877
-366.62550113266354,137.99431005568917
-373.3929700676503,139.46583426617562
-373.70249382051253,139.9801959195407
-274.81291063570137,103.52707416854149
-354.03028096517824,133.06490449719868
-370.5804160694336,140.2433144541742
-369.7719707197274,141.79838177643668
-318.07272031410184,121.66355476774609
-279.3233929630858,109.1109842630008
-277.21656948595955,108.7549860310885
-275.8366734808623,107.64870800929864
-274.7216812896096,106.84283886760984
-305.20597951724426,123.37456052697063
-371.6277201559912,149.20392983170166
-319.04182431030927,126.8485569940294
-370.9109833117785,146.28320816662765
-317.60018299302357,127.47884600651932
-250.98652409916784,101.46867867764611
-305.0364156476325,124.06910499170574
-372.4386243125081,145.54818850075705
-276.22975211380066,108.14349725643768
-367.52096418042424,137.83342352061993
-254.7441671492414,95.06335692669366
-264.8102502821414,99.25963940349423
-359.99144397698507,138.91727134826832
-367.0554064782399,141.24095178318953
-255.93917690407113,95.13563966014534
-315.45121175520217,118.51444577677601
-353.1560337796588,130.28088232075544
-269.3409393276472,99.72735040485787
-257.4750673987343,94.93299018722493
-241.0453448300302,89.09886651042994
-246.82685652711635,91.41341079624887
-315.09824412383335,116.03970611646288
-249.018430827677,91.7508356994489
-253.21964657565684,93.32947129194571
-256.6043191309785,94.52601214558983
-367.7910088120932,135.0135599041535
-257.1316968462223,94.02460612441693
-270.91996346699517,99.06182164233229
-274.66877402336956,100.5536423754573
-272.78223987234026,99.55771615520683
-316.1125571729339,115.4298263622301
-268.599194931306,97.6644105795508
-264.79089833964554,85.12835525454395
-263.89953220726795,84.74674113618104
-276.6375628323164,91.78827639654317
-328.5216196637064,112.73605305879772
-275.6721554270196,94.5565101973197
-280.4274929882971,95.12462373026071
-277.53571254862493,95.28815366020721
-359.8998525358985,124.24819415290547
-270.5481912313378,93.25552775038466
-274.1441752157335,94.75512952241685
-275.0686820583243,95.60654458054286
-312.78543502390636,111.16179553425955
-316.34781763695565,112.19812632443909
-313.6217349607492,113.10018530658974
-372.7095519922859,132.6915220178386
-359.2908290075439,129.76909631756027
-258.485955885264,94.9469967500386
-260.7182251381645,95.75325401824493
-369.5064167371236,136.94588692539398
-252.3104369771757,93.60785913920895
-252.647223934174,93.55417622035452
-244.2775084505927,89.01837506965992
-239.75851194904908,87.31887197684529
-279.1179618759684,102.10321181603022
-261.0117443797899,94.83902943081353
-262.01996189041853,96.54979189890788
-257.57819272753676,94.37357521627438
-267.7775066778505,98.88682400818473
-269.3165231310063,98.99998224866059
-260.29335143974043,95.92639769882251
-265.93511471271785,95.92852169479399
-313.4208628089739,113.47787965686811
-258.38884226886336,93.62381827431034
-265.9172220194773,96.68719792059032
-247.10649461109898,89.78842805895682
-259.7253826687903,91.26657534274439
-259.65177700105056,90.27209626811911
-290.5800457943435,104.08816126940731
-288.2269740715586,101.8412489882349
-272.83884772105665,93.40309551173627
-264.8516916894457,89.51208614618076
-263.4348895873861,89.21078986386281
-365.3867752431385,122.45476480611428
-212.8500829364184,70.42710928206301
-284.98792250333946,92.21898053191377
-276.1405661085084,89.52611015265887
-213.11523509193248,68.09098239256917
-356.7174298212265,102.3931428251008
-315.05589515655817,89.10127930429242
-371.4563300943488,104.91230777913734
-217.38566546452833,60.940043521003986
-209.3919436664681,62.610663680410134
-264.0981703690965,80.97114041379845
-280.44114080569506,87.00960711134046
-200.54155275135864,61.68279996980893
-348.3959980191392,109.81463380892583
-311.2992760383069,97.41064735732617
-265.1930767293838,85.13984171413516
-275.97879692327524,91.40687363170831
-268.615284119123,86.75443068613994
-265.1906320738968,85.68132516925029
-269.88763297266144,87.82143145667173
-268.9362854255091,83.90264916591494
-277.0542757910157,87.33754402560008
-280.71200053980965,85.63772075051463
-332.86077518261186,101.17737926783347
-283.082188691463,81.98828531261469
-287.068026340695,82.23298231392897
-204.36946978491724,52.813647047188134
-353.7295817090937,91.91878201923333
-357.6103511133682,93.33359645718802
-356.9581145259081,91.32337053475608
-356.01287985983436,90.62980775902558
-221.2584751084811,60.990011292198886
-357.8705064221651,101.51125176314837
-237.8159647071653,65.44564715166929
-218.33620917706688,60.62657744058865
-355.0286678152573,105.50499851039108
-236.4623071878097,69.62953461048441
-208.95166863969428,60.368682517183146
-207.20491533727287,57.93137398914767
-215.1793020832476,60.566659477396854
-285.198446840166,80.85777186995189
-216.6195606163289,60.70368158480036
-295.69880072715665,78.77040377382355
-262.2096327797229,69.89483361892255
-243.95587411495336,66.29862174793483
-204.96711890917567,53.29507874771921
-291.90469344292706,75.96912297799669
-290.7640994228153,76.36824085560085
-371.4730700791436,95.36048564137143
-295.81537241137835,74.01688297644644
-238.1302818873512,60.77691171499231
-210.43274401670325,45.75487449449066
-207.18346321720733,44.83686737869493
-297.56422028771146,64.32952065910483
-237.50973037477385,55.318072064013705
-237.2567443404204,55.34346390704559
-364.3178547982456,84.60265359367042
-202.43444634853597,47.312482674319504
-236.08025489007863,55.123958438910115
-295.8405938910552,72.72379814610555
-323.58946595191435,80.86369828194597
-372.92278450233755,91.75237859195343
-263.4624023473979,66.78685423568785
-197.52909195348758,47.71005652350392
-297.2094309999278,71.30907153811195
-294.223184630733,70.52393985292126
-318.9734088043082,74.38503356417922
-308.11149189459474,71.03158415212523
-306.47918885776295,70.83841547443663
-305.57915261099856,70.91414670184128
-358.50007091854724,84.1371485623886
-359.255051040732,85.05055903881937
-358.6654636725787,83.64226454466313
-361.58136986186173,82.03630161110993
-300.1420399316799,68.91558879277918
-302.9281272027708,69.48921550529799
-301.24699402871744,69.00405258638646
-197.8437558430881,44.270529264518984
-298.80542919134245,66.44921235431252
-364.8539842151599,80.47326881941495
-298.67781987523796,66.08314941273215
-259.3214692537262,56.44480560518846
-300.23267786341404,65.5325547744361
-275.17802716062687,-173.70192245287063
-276.2123388506125,-173.40317585083375
-279.9717871872756,-175.28609138133027
-256.8766607525006,-163.49433994323223
-313.7503851941084,-198.50396515119775
-288.26313113362676,-181.25950037530268
-355.56511138528623,-223.10872154822073
-318.5817696995958,-195.2425289024314
-321.6514961611799,-197.57022021398205
-256.43268028659315,-157.3258809191265
-280.0074555127783,-174.86235831498445
-356.93683792846724,-222.65879956268427
-315.62624106583837,-193.3785201984111
-315.85944472418987,-194.05539714177328
-322.1541255016005,-195.430713100203
-315.9578878228244,-190.28649867335224
-257.3880131567338,-156.44768249957713
-316.675789275169,-189.48121525519707
-316.19465417852757,-188.742433871407
-308.23801068328754,-184.23227448342467
-372.0473436343611,-222.68336511765253
-221.29760460751993,-130.71009154604442
-281.3619481987645,-167.01946142422452
-274.7199248490587,-165.67259905911564
-301.17389723920775,-182.10369856438973
-291.0284292385412,-180.42138962841975
-273.38779153281473,-169.28523571500665
-312.10455853893893,-188.08132439433524
-303.37488089765804,-182.47153756258353
-306.49656245156206,-184.47564945926203
-280.987618905077,-175.26004728174647
-306.96899474272914,-191.54630522114522
-295.08800332735524,-182.95708972333634
-287.3843130265131,-178.4211614841925
-301.0041256930921,-186.58105598947606
-302.5273294123714,-188.32068001620735
-297.0551001943291,-185.29422187190585
-309.8174085014998,-194.05885886591398
-272.1442652376481,-169.99278642176768
-310.3763256321537,-194.04239286861994
-309.6023465771791,-193.41609573639644
-303.4721290911924,-191.6966944763342
-307.7977065934015,-193.6029441981719
-324.2330941011641,-207.13204428670775
-303.1786354352766,-193.180215676648
-287.5571228765382,-184.45639771597962
-303.7741680004121,-194.0971679838028
-290.82169487045786,-186.21094947491048
-307.49865280916123,-196.55809806436923
-304.0072174841076,-195.43150792958292
-298.7973075215605,-189.7358860247404
-308.5325752250392,-198.56807551642137
-316.8843336783408,-205.08903066584824
-317.6975299404441,-205.27725230529455
-357.06229623339937,-248.74483139404163
-360.69172642151153,-247.72271971308533
-259.33844146109595,-178.48294421920963
-361.16574829616644,-250.61271589738152
-289.2619836810007,-200.91058343393948
-258.68290526429286,-179.50599039933226
-360.07834735126056,-246.96436574450655
-363.1193539455674,-245.26799788217807
-184.43482360905335,-125.55792754680083
-185.68117241684948,-125.93302451595335
-257.7113311783851,-174.3142065219339
-291.32835862558005,-196.98602618033212
-182.50095535690897,-123.32724921991006
-270.10470454435756,-181.07951313056577
-182.17570236219584,-121.52644854009539
-186.9399660717183,-125.6081198344958
-189.937897704199,-128.02849493907306
-267.62166018741766,-179.967155443295
-267.23323369800494,-178.78967893395972
-365.94887468115616,-242.7216501180427
-373.1980268577063,-241.10699470173654
-278.3317335933536,-177.05162944460523
-286.0841265655193,-182.43501690560805
-293.38671950748324,-190.21156644780177
-293.7190778620848,-190.7405120052662
-306.73795571712554,-198.6482164718691
-311.7739088999766,-202.31002030413654
-325.2965386973716,-209.59647374256429
-313.07212222782584,-200.48614135293823
-319.6461211713372,-204.754032107452
-313.29428665674243,-202.10748369373977
-332.15777803123416,-216.49284360192868
-310.04001254295497,-201.80356917815317
-311.1018792740598,-204.50613174232757
-317.50368606620225,-205.9304574382189
-313.4079924625511,-203.32226157466704
-321.08529723628715,-207.6026733557805
-331.73281115445275,-220.4630839587121
-290.3372773883897,-192.6191871856483
-331.9872815630305,-220.11706490256503
-297.92514129523016,-197.85759171213812
-267.8236839904263,-176.50380036374816
-331.3626268648007,-219.44268601288613
-332.1746883342008,-220.74342577187622
-313.65147448814395,-207.15098975450684
-314.6772864283308,-206.3957897768331
-317.28242824661316,-207.54437364553857
-188.4783593857519,-123.3777527549545
-297.05059609247627,-198.43980451021056
-309.4169556674573,-207.47310844125255
-354.7325034516788,-238.51287882784297
-289.2299076372756,-193.33404145067908
-289.61201537600004,-192.66341912337734
-182.6115463848302,-121.5024269947363
-184.96240841299777,-123.01323781488057
-188.60668552271386,-126.21305754214568
-266.15121594899125,-178.05873414477466
-265.99033685449257,-178.63703215696557
-335.19753407575786,-224.97226483458365
-350.0266584231449,-237.46546578114612
-348.0766484636692,-236.699928631375
-345.95628200419884,-232.69373828665158
-347.7318281659528,-235.31006924321548
-298.8239274145339,-200.98748713785537
-294.1409290275064,-199.92340003500783
-295.44187603545424,-198.89022586601754
-192.73536024806378,-130.56662650561475
-356.4269339474895,-245.56946143617856
-264.561691607356,-181.07541935528266
-183.8928380093228,-126.41641776186505
-357.68978438178885,-245.90491297729446
-260.7461925022545,-180.59620408655167
-263.1472656369118,-182.3846299262156
-185.3727580981604,-127.39204125718426
-353.18270382953193,-244.6888608540149
-286.9880449934502,-198.27237589851333
-353.932683057703,-244.2693581094306
-349.73049961273017,-240.95826266582853
-294.40458926953045,-204.71505123040077
-360.33129548893663,-249.77888572764792
-288.2681502643381,-201.57932764821692
-355.46155070699405,-264.79959476680557
-245.24606285289448,-184.38256992985964
-355.3663154613894,-266.7110428241523
-369.79547122912106,-277.0915524376087
-352.69635827152246,-264.7146234795463
-355.524268560766,-267.5320454437704
-361.50737070479687,-271.7949055459318
-357.41855485459564,-265.30490487849585
-231.6708800534741,-172.4401968829471
-298.41562559945504,-222.59713538884125
-245.0183651848884,-179.06518789177485
-317.39167914382625,-231.46982130791324
-346.842783049464,-248.91204031576538
-252.98665596414972,-183.2471205806488
-369.2652404397761,-267.58833561940133
-285.0641492672654,-207.55171994695704
-321.4388098364503,-227.85911362983265
-353.06730748927714,-251.78220842573137
-324.5579025677925,-230.43003982447345
-354.3997506518312,-248.05182157284742
-256.7938482647002,-180.70176875341502
-360.164063289357,-249.97529098856066
-329.5356912097264,-230.56662519369473
-262.77635318243705,-179.93782365588456
-296.40370670914973,-204.0894217446348
-288.9330270921003,-201.43443272848594
-296.398150893774,-204.08909884053497
-289.3719690603598,-201.39459564570222
-267.4743573984035,-183.7891473165067
-353.04691346568165,-242.86921846915092
-358.6945225337525,-247.6403211395266
-288.876441301233,-202.28767411654144
-290.5391978480651,-203.26895672472696
-362.078820904131,-250.7980356512467
-351.59698225968964,-248.18454090221684
-267.0551322528154,-188.88927718413902
-372.2620920848171,-263.48515141638376
-360.19193006503536,-252.64890044775095
-354.3958639087084,-249.8145702081392
-353.44904868927676,-250.24541493010412
-354.2866747219575,-251.04553924001556
-360.51530792610396,-257.21615221002475
-182.36245719802005,-130.69394183705467
-360.51484565988426,-258.8982238531998
-362.860858742837,-260.8735971199302
-287.0822548982219,-206.21177804550166
-359.1344966548544,-257.25465066605955
-285.08647319255266,-204.98074183106797
-179.0460021006252,-128.53068193513352
-286.25646759517065,-205.07928979577818
-283.7231964800938,-204.1698729735146
-361.1938929181728,-262.8496225000109
-360.7606353868592,-260.8734291433829
-359.8899610591329,-263.3836119143191
-179.04135499564083,-130.59430530602054
-361.7309037837043,-265.1747600297261
-360.8809492564189,-265.08037912643914
-346.0297015729436,-254.43253681676447
-361.1483644897123,-264.31295641348066
-183.70898164722897,-134.17864785470374
-364.90417696317996,-266.9522872319546
-360.1698087916561,-264.9973007051632
-362.2224557847016,-268.80860852406744
-365.12783649134485,-270.2741176976383
-365.38840840558765,-270.7051427888922
-362.6496931820516,-268.5873517605793
-360.5809813118597,-266.86064552110724
-181.93016112292526,-136.54646722977418
-275.2517179896826,-208.00452302872623
-373.7399473679505,-297.99788969446087
-370.8063442248419,-297.37305841333654
-354.0470428907401,-277.31684831182497
-180.891086330509,-140.6409531722055
-373.1262471861742,-295.6412551286758
-268.70206001152786,-212.92353082115795
-372.6200955695708,-295.48228197913096
-346.45654464426934,-268.64001667196
-338.2791245824627,-264.9720679957166
-271.901005104266,-211.08856886866965
-233.56459056392606,-180.2000605095792
-353.2625098063706,-268.6835981638908
-351.4875918044067,-267.58095312608646
-349.71844863322,-268.34500574701656
-350.7925352299678,-263.141547351319
-361.69681647256874,-271.5354856662739
-363.5131909611188,-266.1584330935163
-355.84223010566336,-266.2986713265596
-251.14572390107023,-183.78630260456944
-283.50847404260486,-209.41015173021324
-370.1436064680602,-275.0191481609031
-340.38449150465004,-249.7087631837081
-361.7379621224897,-265.1319871821326
-360.1643916601227,-263.98619278073676
-365.300476329772,-267.62840635776234
-360.2742551643838,-263.0713160250682
-361.09587339788146,-270.7924494300708
-338.992724649919,-252.65954215037578
-359.680587356681,-265.42319668370095
-181.40191219359738,-136.24648291020586
-232.95793245559085,-177.03975886728657
-357.75597531577915,-268.8566977697048
-267.736881913241,-207.44809728063498
-374.06798957229154,-289.326334722253
-358.19540462317343,-277.8728304627315
-353.26342024945313,-273.21435635448364
-360.2402575528236,-279.6695457805613
-267.7295214867583,-207.23159311025321
-270.20212521723636,-208.799668388622
-273.9518672972203,-209.60331684925748
-352.71319485950244,-272.77805116334935
-273.22231712314965,-211.00924454205546
-348.13498243576015,-271.41904237520737
-352.35362794836044,-273.56421522966804
-373.7417752546373,-290.3437959769325
-346.6462766674353,-269.1333246007426
-345.2308078424127,-267.9203428855886
-374.9872505259003,-291.92737896501774
-268.9607261731028,-210.12190818895596
-343.0145287137677,-267.3046332585046
-354.12170588504296,-275.06571711868554
-347.4290934872814,-271.28498503624814
-269.1526878641793,-211.31873465360846
-272.18703185888955,-212.4041279484115
-337.2844069784734,-263.877517522062
-269.92460659251554,-211.14115839756263
-351.4382382017565,-275.46560940247986
-347.4992099789408,-272.1576633117343
-344.70202565971726,-270.1322575677137
-350.6823171749123,-275.1374060032657
-268.5884879704379,-210.22938725488984
-335.1347768047367,-262.68232861953175
-356.2079663518426,-279.4497428790058
-327.4140772634089,-259.9014090153851
-331.98802039124223,-261.63279712644936
-334.27989568353536,-263.4051456904118
-273.94538247445877,-235.19402801106148
-357.6665323184661,-296.7262662836017
-202.34986601963413,-167.1752890551716
-225.66959222341117,-185.99475333857032
-369.6374667311062,-299.90549804940923
-274.9713931381045,-218.13149173057886
-350.0232082094236,-275.537677237345
-338.27132567741313,-264.73634193590954
-338.48993168216487,-264.8197250927201
-271.72146470803204,-214.58921464279902
-326.7629106176902,-260.2842198555699
-275.25108289578696,-218.79003815773567
-331.99325264433037,-261.2186599604191
-325.99406551835534,-256.603910506165
-354.0102538731048,-278.45000209608924
-270.5608034164306,-214.65225261070182
-315.9375684971639,-256.50874638746683
-261.6417048053661,-212.45871947411757
-268.8014228637584,-216.2805953243019
-336.3719003586146,-270.6575381655559
-315.3454143112482,-257.3280757612905
-354.63961997829034,-287.51492764676993
-265.9599318256475,-218.51955469563018
-355.6565942874976,-291.9937528461585
-269.43797967747753,-223.64137800332512
-292.55885038490294,-242.91211714452146
-345.0227251444558,-290.2338260044948
-283.3774257585804,-237.18215014907736
-284.8357386771404,-239.5540130012361
-258.19322223267915,-221.56217035678753
-288.41084473378186,-258.6370833548787
-284.3310681410844,-259.0521042640876
-224.56351646480132,-198.72593349736061
-270.9834081942073,-242.32496043590658
-285.5989719023425,-256.284721943434
-284.11215174361,-250.24357107674103
-286.12553193640736,-251.54784881905175
-340.3334999898307,-299.5252851799898
-288.88065014305954,-251.83585869885425
-288.2150264856411,-252.44247172237291
-341.04053087433783,-299.9461109242526
-196.91142741521148,-171.99144214419
-283.3051270729951,-246.7208339937781
-290.2691431912917,-251.017513843111
-255.31174244695057,-220.60993275229936
-182.01851436838592,-157.48868524891475
-274.4188360236351,-231.26856902231725
-199.89193911226366,-167.94159846653207
-274.4627651362053,-230.79653912465534
-193.94764592351,-162.04266093247196
-177.90979871153732,-150.8316597841508
-344.83934302905385,-290.8771424697248
-193.08554851195686,-166.48433933867858
-352.9033105152778,-298.93187581874514
-290.5342481583968,-253.26131493249366
-255.7187458455835,-220.67518858320346
-260.34864314741185,-227.40194120400105
-253.93055027960037,-222.28695075975853
-257.26665171484177,-224.61374605827888
-185.53753727769276,-162.7601120741555
-218.34636777210372,-189.40673888854155
-254.69121556328915,-223.32561421817206
-257.13830837581406,-224.7893259458766
-256.4544474430263,-226.6447513403631
-251.46078881063931,-223.71084456587585
-206.84383432703171,-185.227117410579
-333.77497945773183,-296.8369313154569
-199.02976021968155,-176.945900405127
-256.9367506500819,-229.8424834937579
-288.4361294449757,-256.4923568537333
-282.1462958195742,-254.07561542593336
-288.2356792282022,-260.5353810896217
-285.2601054566257,-259.9240096973061
-201.21106864443655,-183.96610892716998
-203.79441074193437,-198.0328123609769
-200.69378191222356,-194.17089029766157
-205.09571717683335,-198.5697975253679
-238.4292843114933,-231.59475731817216
-241.9490755386356,-232.84496444966314
-242.82544648178373,-233.13020769606456
-277.9178796124032,-261.06158918983374
-200.00987138619112,-184.97256299886337
-201.66330862376924,-188.70121874942544
-204.07253208476834,-188.82926649755927
-287.0216771229339,-258.63491396053786
-281.52434326948514,-256.561687957422
-281.94003537850443,-256.72270218126425
-283.6331025067778,-255.94423970337309
-284.85580590080775,-255.2817681708939
-274.16240444309307,-248.04644010267248
-284.84649407854096,-257.50379897660605
-277.69924269205046,-255.41372230086725
-254.22549667880693,-234.79418955630447
-282.1376309375688,-256.24056750430765
-187.11412336764917,-176.23814087725756
-186.54873480628973,-176.2875075302212
-252.3965008072132,-238.00961945151337
-252.92489627570527,-239.67858568196465
-275.1739315617899,-260.4599561283829
-200.78971585586632,-189.46203927475943
-251.08395693359026,-241.52383539698263
-250.66489295407817,-242.0514835554856
-248.95264922912514,-239.9108811268316
-237.89258064146054,-233.55911866757597
-253.6431503375071,-272.1833770886183
-253.5940946207501,-271.3964094381909
-254.73704697468693,-272.88969704916144
-221.07775850724602,-233.9992198834353
-254.03881787689556,-268.8663870345676
-251.14342567124433,-265.7674422419625
-249.93393759403224,-265.9989787869697
-283.6375055224234,-298.25664286426604
-253.10713488817456,-267.5298671317591
-224.0683807143724,-236.78708727287471
-286.55890197406,-291.3738686224342
-251.65062669905438,-255.98259100712505
-233.43681857620817,-235.6663944449594
-290.59891454368216,-290.64962780053685
-252.1943873130586,-253.78133164123324
-252.62316860562942,-249.89278970677918
-205.71835195918936,-202.5193145515945
-250.43656834078163,-247.02646757582264
-204.55957649164912,-199.72078550032026
-288.05034357886234,-285.88789437090344
-178.24178296612175,-179.4735467923371
-180.44721319109723,-180.53769173200297
-207.25979911846792,-207.83040532520832
-260.5146811869267,-261.47351492923156
-286.1270997933673,-288.89741850264073
-261.40213575654496,-270.380998868951
-251.21413518577836,-259.7646780960155
-253.5788270919526,-262.5277693419399
-257.29631697546097,-266.2989268291737
-254.6742875321995,-263.5506618569774
-267.1009947323036,-280.6806704671532
-251.56742444874646,-262.4787365783735
-255.05732703696344,-266.0687831469008
-253.29366869540044,-264.4252776732378
-249.49704535019302,-265.9007438901561
-219.46686743151926,-234.5912609767007
-267.31613124382795,-285.3799350222687
-219.22761159728887,-235.14596815298574
-261.37390634225386,-293.66466852825295
-264.3383100327502,-299.1057313526619
-252.3903624202172,-287.16825162604965
-247.81666844921105,-280.8582842812572
-255.19662740433367,-291.2662907731111
-265.63525045177795,-297.28598103140416
-247.58216841828173,-276.00808721003233
-265.22977064021654,-297.06127035763234
-263.22266297663765,-297.19925950849586
-201.28720441562197,-222.26922890850486
-241.7316256147672,-268.5738082781122
-209.62757112274926,-232.61684134473538
-265.86503897084833,-298.52834779655666
-209.20900735395512,-230.56885304429355
-206.68342726867158,-227.73402386210375
-241.84771782464682,-269.48052915428104
-247.33997972883418,-272.9254231559006
-250.86834006027527,-276.2429920336594
-206.0622521973597,-226.8886589609092
-247.30164696231327,-271.45129134873196
-248.1991181797453,-270.9239004677635
-250.37569807743432,-273.3397504149821
-249.77027569421293,-272.552595295721
-212.60197582006964,-232.50734936932076
-253.71918163019356,-275.1761714288487
-246.12543030775768,-267.31819738305086
-250.67842825663493,-270.620543084666
-266.7192106856139,-289.1019013888106
-208.88993105686973,-225.79836308004585
-213.5052224632303,-233.2471374861331
-211.46641837814178,-232.13687014972007
-210.43538476276373,-231.134484855323
-211.53531596812738,-230.58721727020134
-213.11798016833905,-232.48093564621814
-253.03457914448018,-277.8512802854496
-250.9477142903217,-274.8691174228477
-264.6020977963641,-290.03632439509477
-262.94927484095706,-290.1223867295579
-212.70282308600983,-234.0191489806135
-250.37844321749165,-275.0222802315848
-212.142682087773,-233.12519007489365
-234.67987667299295,-259.44754780577244
-210.59140701932665,-233.58257343502297
-234.58806790126172,-259.7960169020596
-250.33023899822481,-276.88083313717067
-212.57313322777682,-236.24600544674064
-214.08458509464236,-237.74945726763184
-214.61943169980165,-238.87329927593046
-261.11383724886934,-290.01150896488485
-212.95623563596146,-236.4686290377294
-252.86734109416585,-281.12742257104344
-217.33299510835883,-240.92273448523028
-259.2355094710201,-289.2080228659704
-259.0420348687315,-293.3402124350541
-230.47901786332181,-261.0890657157828
-215.53234408689838,-257.46021033809194
-209.02902006477112,-248.95543057986916
-209.1199873160331,-247.55213417601934
-242.8463340998731,-286.83465728622076
-211.70816115492616,-250.7773316744369
-246.22487469171256,-290.52036741601125
-209.05180732070878,-247.5093000842967
-209.16615322139572,-247.4774445425385
-245.40774956959112,-288.28832745210974
-177.33297668721477,-207.77158807382497
-212.34722082327826,-246.4797672199944
-232.24511372652225,-270.43274437162756
-212.43582335300252,-245.14398828906434
-210.6288848268405,-241.1401768641209
-255.03020115414208,-291.5990235914984
-249.75744818264678,-278.5078272375368
-245.09586074564774,-275.0407786261595
-255.899520194478,-291.4481606561841
-256.2352214490883,-291.91813170337605
-252.82426571931794,-287.747546752773
-262.70417329804474,-298.30629374674726
-260.8674250437147,-297.1049260950635
-253.8031337629617,-290.1948160464512
-231.07271139937475,-265.59637319649823
-214.21725758049766,-244.69326938060118
-207.92526019752694,-237.48015617232238
-254.87304438663287,-291.2754784586803
-258.3820373149647,-295.4145918065996
-259.18495113599005,-296.3037478039386
-250.12913349009372,-285.62397338249866
-261.54256387761063,-298.47046710833484
-204.32074699986262,-234.79571231170115
-211.53264930805793,-242.17777670251604
-248.57839966217674,-284.55953297104213
-258.0911634035674,-296.0429941256928
-202.86874052730494,-232.10493987148118
-258.2638751843942,-295.80296911652516
-257.33064682469126,-294.42891929656156
-251.26075046878088,-287.56342494120537
-258.7292157385568,-297.37570113674127
-248.69449854908228,-285.17631383689013
-254.066907561275,-295.3880706975163
-206.18792126161108,-240.45296103582814
-202.66359655577182,-239.77847744102567
-187.1438514879068,-240.2940568040685
-205.03641216306522,-263.8455959343249
-215.76248070787622,-275.226459026137
-216.8126664067483,-277.3654090709399
-209.96850039742634,-268.63367754630553
-208.2902606014921,-266.480755118956
-187.7538718226153,-240.50033610606803
-183.83598287778975,-234.8011100869671
-221.03848846046114,-280.8155892784919
-208.15252683005048,-265.0736545424052
-223.77498189970458,-284.9647700814584
-210.85786169030354,-268.916524100766
-207.83665103178353,-263.90920427245976
-209.74674501653192,-264.93350016895386
-229.57934985645124,-291.03238033487247
-209.89134009096625,-265.1175358615893
-216.66446354425094,-267.6612893130733
-189.5254799626853,-237.45755434939363
-237.77295936489196,-296.7028055618673
-245.2076269970307,-298.42069955757023
-217.1217717899307,-265.34596316042973
-248.88284158607703,-298.27803975236964
-199.3394201670394,-238.93434659510848
-205.131881172782,-246.9680151300737
-215.22956192419915,-268.91308399670044
-207.84452556807815,-262.14328468800005
-201.0145579306219,-251.88766545658237
-200.8137140839798,-253.21759401247533
-200.50969645818014,-248.786869351273
-219.23459897639742,-278.9985392558552
-232.43164348692008,-289.19033740382605
-212.10469589449892,-267.6146212181392
-208.40663492882098,-266.2631622940175
-212.09102339983605,-270.50860532788215
-212.94025864155697,-273.0070821432732
-213.40890411426497,-273.01332549616586
-215.08235606978997,-273.0893571037938
-213.2439589724903,-269.8150448789833
-213.28369087730493,-272.20431816633715
-200.09304264604137,-286.6438625282994
-177.69942953517693,-253.13767006448288
-195.5004389918152,-278.0634159011494
-195.33627665784087,-278.4578977248548
-176.5909367791511,-250.32666568242945
-195.4044124628151,-279.8039761199867
-179.26490568404702,-253.81851483669513
-197.3010893674469,-279.0967170441681
-197.45738874581002,-278.8418892114408
-177.960941886006,-250.470733099759
