cost,publisher,university,year
,Institute of Physics Publishing,Royal Veterinary College,2011
12033.0,Institute of Physics Publishing,University of Salford,2011
0.0,Institute of Physics Publishing,School of Oriental and African Studies,2011
20042.0,Institute of Physics Publishing,University of Sheffield,2011
4814.0,Institute of Physics Publishing,Sheffield Hallam University,2011
0.0,Institute of Physics Publishing,University of South Wales,2011
,Institute of Physics Publishing,University of Southampton,2011
0.0,Institute of Physics Publishing,Southampton Solent University,2011
0.0,Institute of Physics Publishing,Staffordshire University,2011
0.0,Institute of Physics Publishing,Stranmillis Universiity College,2011
17816.0,Institute of Physics Publishing,University of St Andrews,2011
,Institute of Physics Publishing,St George's University of London,2011
0.0,Institute of Physics Publishing,University of St Mark and St John,2011
0.0,Institute of Physics Publishing,St Mary's University College,2011
0.0,Institute of Physics Publishing,University of Stirling,2011
35126.0,Institute of Physics Publishing,University of Strathclyde,2011
0.0,Institute of Physics Publishing,University of Sunderland,2011
0.0,Institute of Physics Publishing,University of Surrey,2011
28995.0,Institute of Physics Publishing,University of Sussex,2011
7569.0,Institute of Physics Publishing,Swansea University,2011
1999.0,Institute of Physics Publishing,Teesside University,2011
0.0,Institute of Physics Publishing,Trinity Laban,2011
420.0,Institute of Physics Publishing,UCL,2011
0.0,Institute of Physics Publishing,University College Birmingham,2011
0.0,Institute of Physics Publishing,University for the Creative Arts,2011
0.0,Institute of Physics Publishing,University of the Arts London,2011
0.0,Institute of Physics Publishing,University of the Highlands and Islands,2011
88.0,Institute of Physics Publishing,University of the West of England,2011
3084.0,Institute of Physics Publishing,University of the West of Scotland,2011
6012.0,Institute of Physics Publishing,University of Ulster,2011
1541.0,Institute of Physics Publishing,University of Wales Trinity St David,2011
38268.0,Institute of Physics Publishing,University of Warwick,2011
0.0,Institute of Physics Publishing,University of West London,2011
0.0,Institute of Physics Publishing,University of Westminster,2011
0.0,Institute of Physics Publishing,University of Winchester,2011
